,AAP,ACN,ADBE,AFL,ALB,ALK,AOS,ATVI,AYI,MMM
2008-05-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008-05-27,1.0015993604239568,1.0190663083291707,1.0239771949509833,1.0701113193677063,1.0046243826030405,1.002262120546525,0.9857204663277703,1.015433437241566,1.0095968453029542,1.0038274461508196
2008-05-28,1.0017833690041875,1.0270074319066111,1.051316248522257,1.0554507744068506,1.0096609446717826,1.0050226470003356,0.9717577226497197,1.032999903089003,1.0175965476696356,1.0077054198367066
2008-05-29,1.0018458016021368,1.007164254853517,1.0891275844274175,1.0950987308597155,1.0149595371918094,1.0081948267948286,0.958068647057942,1.0466967792794108,1.0248262100948962,1.0116158418569972
2008-05-30,1.0019464192077685,1.0043318158678893,1.127552282910973,1.1431313413612982,1.0177135523784755,1.0109478964597085,0.9456760926162477,1.061557034473365,1.031698629772977,1.0178427963038557
2008-06-02,1.0013549512448199,0.9960267858279678,1.1677759694752852,1.1904246810882673,1.021561167046456,1.0138351015645846,0.9326266245360647,1.0621179106825727,1.0373437394879927,1.0219137716979958
2008-06-03,1.0009074219832428,0.9881924634711341,1.203244786058344,1.2573585737251736,1.023800984001215,1.0166838713726427,0.9251768015996901,1.0716436777319438,1.044844924928384,1.0233750330816749
2008-06-04,1.0000426296955833,0.9659087103395767,1.238894940135077,1.2801924790196066,1.0240403278587538,1.0197647503195784,0.9171537516924191,1.071407312591021,1.053870984908116,1.0269682782408818
2008-06-05,0.9987783560445813,0.9472758793447643,1.277384866570284,1.3067679570943986,1.0244890898889452,1.0222328838653272,0.9154752067099523,1.073014548455465,1.0614862424176417,1.0305299041972646
2008-06-06,0.9979120751951654,0.9210881226932834,1.3087539857033406,1.2939917453767316,1.02378595142972,1.0254630775261018,0.9126251542042095,1.0731621292721987,1.068529026083675,1.0366565350902301
2008-06-09,1.000178521643097,0.9032337719152724,1.3291414497546605,1.3493225212051678,1.0227479988396342,1.0263532599980296,0.904668976318454,1.0749649236844334,1.078184204262283,1.0376627168508747
2008-06-10,1.0012866819993285,0.8956710344979938,1.3490225529668365,1.3679528825489768,1.0231595965459497,1.0284600619114084,0.9041420883428558,1.0796874236743896,1.0907187964095892,1.0410416637638193
2008-06-11,1.0023165991937257,0.8769171299735514,1.4369792231705287,1.3850257491047633,1.0174446738591127,1.0305748726990918,0.9081090981436918,1.0762453296644356,1.101471080302876,1.044878311447413
2008-06-12,1.0042353299692892,0.879871634657154,1.456162593754093,1.407576546531037,1.0179097039122276,1.0332542062108614,0.8985836456505697,1.0181334886625586,1.1133953866982411,1.048330333022339
2008-06-13,1.0068654622355873,0.8672518561974826,1.4749465815922815,1.422157320777547,1.0169669654570885,1.0353032475530326,0.8948243644693961,1.0569311913453265,1.1250839373103523,1.051965494763307
2008-06-16,1.0091828194661934,0.8323079833373351,1.4333391087826604,1.4216295077146341,1.0243395977554788,1.0398298918313147,0.8951232431118407,1.0526877205496734,1.1351817735025624,1.0556133672673045
2008-06-17,1.0126405637958034,0.8199472253993052,1.4562105550276998,1.4560624583519748,1.024779281796644,1.0423376171953316,0.8915136055034905,1.0493907237663203,1.141963486959902,1.059287867347778
2008-06-18,1.0147906748506592,0.8117359425857071,1.5449995534334673,1.5213888432223581,1.0241740086740392,1.0463712529200984,0.8934484800222688,1.055730460544794,1.151890480933277,1.0629213760170062
2008-06-19,1.0178581085430354,0.8332989730814406,1.551868686981766,1.5324289532388966,1.023670766897588,1.0502111599148143,0.8884225206270864,1.0658352132021414,1.162699916392649,1.0663192485186856
2008-06-20,1.0201933340118199,0.8167366954066202,1.5639113979574941,1.5094072675478976,1.0259147064267844,1.0545758804155074,0.8866663949274379,1.0613126304619334,1.1731601752821552,1.069707719142412
2008-06-23,1.0221932859370517,0.8406732320946955,1.5645976011516103,1.5698365397743554,1.0206911151328748,1.0566564928950064,0.8897551554883734,1.0595878140590849,1.1832476703522914,1.0727720034433608
2008-06-24,1.0249430742011976,0.8490438519219509,1.5722190685132258,1.677307372219746,1.0243868340367803,1.0598777491649303,0.8826035024196398,1.058177453720721,1.1936486799279424,1.076366955706252
2008-06-25,1.028103788490533,0.8631340563028822,1.5917263854985144,1.689171658115491,1.0170901313123737,1.0628578634999304,0.8838325434785607,1.0543018730213698,1.2045880801727995,1.0796413094949304
2008-06-26,1.0315866534433842,0.8719074179294751,1.5371600659373974,1.6841536699399207,1.0185779774443566,1.0662721836070916,0.8895967929937029,1.0472568904156652,1.2155420047883387,1.0826435634134848
2008-06-27,1.0347469461611516,0.8821060980041073,1.617534041420865,1.6816284556750958,1.010255028689412,1.0695592910881504,0.9216276002286927,1.0447385347397873,1.2290702842703949,1.0854385809689027
2008-06-30,1.0380509013667063,0.8799590212908632,1.6233795376942588,1.687878660359074,1.0032978032054582,1.0726878544665595,0.9268032113729342,0.9817626582611727,1.240103760498851,1.08790938883904
2008-07-01,1.041802668888506,0.895655199555508,1.6301257907212872,1.6728906204355636,1.0013237081757302,1.075508542507465,0.9294914446745024,0.9698842878473855,1.2519191180880194,1.0905759099804446
2008-07-02,1.045542854281368,0.904608031292506,1.645360716419487,1.6741026037148523,0.9970220084075935,1.0779412758666491,0.9351323594180769,0.9643666881034354,1.2634423940760722,1.0932063177768012
2008-07-03,1.049461330782439,0.9094480611657962,1.6458395617073363,1.6631819381286115,0.9984008264567291,1.080063832462219,0.9493818328924881,0.9406819756546041,1.2816275881468235,1.0959100404507112
2008-07-07,1.0535909412262014,0.9079924623410751,1.6579678352224074,1.6363529856943964,0.9958559903215596,1.0833954835683697,0.9520662591160605,0.9152557842684764,1.2951666742385626,1.098932005756705
2008-07-08,1.0593757274574565,0.9205945043230583,1.659547974263638,1.604991246505941,0.9931735445300269,1.0859416052306146,0.9633970458424855,0.9025210645415784,1.3122170030732536,1.101701210268358
2008-07-09,1.0642542540807236,0.9241659386425249,1.6627288094842618,1.6060335676572595,0.9886477763426647,1.0880252332391798,0.969013099508574,0.8675357540830833,1.3285367797438385,1.1047984446493417
2008-07-10,1.0688827989731213,0.9277706799518852,1.6639242918116528,1.5919514644942763,0.9867900809692793,1.09065798899864,0.9773385901587961,0.8213981196111357,1.3442187585786038,1.1076308381384379
2008-07-11,1.0741650112504142,0.9329744635521455,1.66261732594824,1.5713158135966099,0.9824246310554738,1.0929068726251736,0.9866393826616331,0.7893310521780792,1.358355731824647,1.1106993023100904
2008-07-14,1.079631275259318,0.9554190294080477,1.669742772449652,1.5544951354277603,0.9816889634880624,1.093809482679445,0.9913422617761718,0.7671639913924391,1.3745616626414972,1.113709675649697
2008-07-15,1.0837170549821695,0.9679451010634401,1.6736047959598999,1.5359684683696044,0.9791625473606886,1.094644523472935,1.001314507542584,0.7445986962291045,1.3895483104158461,1.1169263196510937
2008-07-16,1.0884940415188071,0.9686124863951604,1.6808461124186374,1.5106625356043577,0.9738393177479455,1.0958247309733402,1.0095307450948288,0.780165019461258,1.4045612827655107,1.119881605084155
2008-07-17,1.0929237679488508,0.9745692753962094,1.6223593830086647,1.5021446734079493,0.9732150909412098,1.0975781688557216,0.9852525175099119,0.7833071990719097,1.4191081072160938,1.1233348660053852
2008-07-18,1.0956847356140311,0.9716209829986722,1.6390958458709228,1.5012950303178254,0.9709319482668993,1.1003539047749513,0.9813682340403482,0.7831830211445252,1.4333231971892793,1.1270274914358525
2008-07-21,1.0982977181884253,0.9783567788689733,1.6629018488584326,1.5025042359671357,0.9673073468810232,1.1026394378394153,0.9789819186340966,0.7914574481730718,1.447490594102611,1.1309709254122235
2008-07-22,1.1002852060482782,0.9869023695321937,1.685697284927897,1.4995330985653301,0.9633237992683573,1.1062874707869483,0.9753893274958774,0.8018226184783993,1.4605200268449814,1.1349945073825074
2008-07-23,1.1019606837908869,0.969464185855883,1.7005663090639644,1.5048652834662968,0.9575783360625713,1.1092627731083042,0.9698260041116902,0.805339561928573,1.4726740633453028,1.1409551128738995
2008-07-24,1.1042298986988266,0.9733697918486572,1.7144602320737121,1.5124706681990454,0.9542005530946743,1.11201604792813,0.9737158529359582,0.8268789652782066,1.4803266812627336,1.1451933904168465
2008-07-25,1.1052806776806512,0.9712545028379121,1.73094192307869,1.488543395201753,0.9525835719828101,1.1158891125080976,0.9646297472877219,0.8402821111153806,1.4886012755422633,1.1490398340584378
2008-07-28,1.1062488169852132,0.9679273188833393,1.7514222701327369,1.4780195805788727,0.9510835255991269,1.1201975086408367,0.9567156185809852,0.8495520961413827,1.4960757024560696,1.1530098958883204
2008-07-29,1.1078646808641741,0.9943909877261206,1.8360889705903185,1.4585155960902356,0.9488182613475885,1.1247271596844755,0.9512681524128003,0.8546125847796784,1.505582883395657,1.156713115220369
2008-07-30,1.1086117885771545,0.9805694965542604,1.7961398366205574,1.4532934609036565,0.9476165898802589,1.1293160141535765,0.9441118513438032,0.8776568556047974,1.5116329717575026,1.1610462786844045
2008-07-31,1.1083940597931163,0.9848815464358689,1.8164676056036888,1.4447790453718832,0.9534681968533869,1.1334368608962762,0.9414962302637029,0.8850375432405936,1.5204665666786388,1.1653336878422809
2008-08-01,1.1090826064493025,0.9767792800447539,1.8406359013307885,1.438162361994042,0.9540483317495613,1.138410522973926,0.9345312718462817,0.8920236737543468,1.527922341226506,1.1693633150530813
2008-08-04,1.1105172185464487,0.944042588519904,1.879030749734996,1.4287177901441979,0.9523040638096504,1.1440184348119082,0.9244274288402548,0.9326703545779323,1.5362546307811322,1.173753893616634
2008-08-05,1.1115446531936999,0.9167918979557588,1.9201478395793812,1.4268520582141382,0.9441651009748386,1.1489014678688656,0.9146612176107342,0.9108038858254881,1.5443692532146032,1.178467174704751
2008-08-06,1.1136121441110542,0.8882364189774885,1.9486457722854085,1.4204126845357776,0.9442413271615788,1.1535380665117836,0.9048595294048218,0.9344698171481731,1.555150841815389,1.1826862061843855
2008-08-07,1.1163960233097387,0.8671998172214155,1.9844255586731587,1.406721673039371,0.9451657537532869,1.1585297623664488,0.8962649077252118,1.015073041231792,1.5641966251548545,1.187000571496987
2008-08-08,1.1196833595047804,0.8450295830001455,2.0160801089748754,1.3899264218292524,0.9485205356394995,1.1640829458189847,0.8875555019223123,0.9855978890886075,1.574088003424141,1.1911738304038828
2008-08-11,1.121491914636151,0.8122335801560776,2.0633161381103067,1.3883173693749353,0.9463799383035856,1.1685978747041847,0.8794639914697087,0.9861105051713692,1.5834390998069745,1.195445932504213
2008-08-12,1.1234767754393324,0.7863550095783404,2.119733592300425,1.3809383476028279,0.9470737186400643,1.1728011328671957,0.870962410751197,0.9985807904791102,1.5926199641398024,1.199761187301869
2008-08-13,1.1244534657275818,0.7667059409141178,2.165908376491397,1.3724034693457736,0.9498539211912146,1.1763662249989315,0.8601099892444996,1.0092604972323866,1.6031030835284263,1.2040117713303644
2008-08-14,1.1255659840272376,0.7707793076764772,2.2244318162488272,1.3985352486125713,0.9514662830404392,1.1804129335089886,0.853034144895717,1.019786168580885,1.6128238686732352,1.2081834310822832
2008-08-15,1.124795061655111,0.7439410775602875,2.2773774386534984,1.4092802200271977,0.954384335139062,1.1846001411780245,0.845014610938827,1.052227788719047,1.6237120604098534,1.2125253045014297
2008-08-18,1.1235905427947444,0.7134130630450267,2.3362270287634135,1.4310115969372048,0.956876087111509,1.1895549121524231,0.8352799726156672,1.0781228269884715,1.634491304951755,1.2168554045019098
2008-08-19,1.1237049465526368,0.7063697315632893,2.3832356300792763,1.4385379458707162,0.9582238716453673,1.1937717409844466,0.829061329786815,1.0957195103767308,1.6455057311214814,1.2209885715426503
2008-08-20,1.1253045458523385,0.708301618641272,2.428190844161152,1.4471437820249449,0.9527331420670656,1.198579973173565,0.8175039999171658,1.1709727229160256,1.6582432356886616,1.222726760163637
2008-08-21,1.1261300189947776,0.7155458455715235,2.474861669734582,1.450684029380207,0.9506500661671322,1.2019964690446112,0.8150414271320058,1.1431057314919526,1.6694049382176637,1.226910513472371
2008-08-22,1.1274396005293867,0.7225832701018429,2.5226373888594713,1.4637497809707742,0.9500202458181517,1.2055778938832438,0.8114935867813767,1.161820851284458,1.680253014709347,1.2311159301246097
2008-08-25,1.1291331721664573,0.720086478252822,2.5729204963456103,1.4446281352839474,0.9567706634359756,1.2109950679979673,0.8062959095051803,1.1883884857769083,1.6880788109765943,1.2375829570044043
2008-08-26,1.1312554082392599,0.7348063905517281,2.673245693154846,1.4930043577222483,0.949744400540198,1.2151368148434156,0.800874115885671,1.2119662818309824,1.6998271975611026,1.2391284066165624
2008-08-27,1.1334321008253596,0.7366129641764299,2.7021179923189242,1.5039530529651848,0.9471509408243637,1.2185134716238017,0.7933476114738784,1.210146711860632,1.710599049321067,1.2430352018121764
2008-08-28,1.1365372642034648,0.739339312266627,2.6693495148214876,1.5026384779154442,0.9495548661367166,1.2223463271872614,0.7959110619842998,1.2441912865598228,1.7203663890300687,1.2469649261708087
2008-08-29,1.1407162780786804,0.7265213994266786,2.6940355366011084,1.5407122460172684,0.9443777347255012,1.2273772532355274,0.7915078164168952,1.2789235775260526,1.7317672231304344,1.2529752042891569
2008-09-02,1.1426394140003646,0.728199865606852,2.772701931399876,1.5624440664679882,0.9414282475635056,1.2316154072619665,0.7910197332389192,1.3060064527489064,1.746812753833956,1.2544632479496518
2008-09-03,1.1455519592404375,0.7275986045013826,2.7914747034869642,1.6051996279883554,0.9356389907276833,1.2351876391994923,0.7931649385506749,1.3143954020994133,1.7577216489123533,1.257857727236105
2008-09-04,1.1476352846052627,0.7602124497052066,2.8024191942319385,1.6537955984549977,0.9309582145329509,1.239611897503626,0.7862028592615765,1.333956845462918,1.7718607257264076,1.261372685006136
2008-09-05,1.1498349702535735,0.7692473640946716,2.8037802093495894,1.6793780221092725,0.9243775137690604,1.2433072972977723,0.7826367605644298,1.3455398618246601,1.7876619172727641,1.2646834243386407
2008-09-08,1.1538551148008307,0.7729239162714894,2.806282592196579,1.7173880898630767,0.9159607911582809,1.2460489366199732,0.7801313977589712,1.410966672572843,1.8004392057653966,1.2680100893986253
2008-09-09,1.1587373664938456,0.7685591746556889,2.829825621900001,1.7585034599837335,0.9086073097629573,1.2490325115836818,0.7830721918815872,1.3845584754779536,1.8105635877053883,1.2714020420500907
2008-09-10,1.161366747382607,0.7843098998029029,2.8414227830673715,1.7878958617522227,0.899370470970484,1.2522396715704647,0.7744923722502548,1.3941469316009956,1.8246937755611605,1.2748984141836546
